nomor_dokumen,tanggal_penetapan,link_dokumen,tanggal_pengajuan,tentang,nama_mitra
,30-07-2016,https://drive.google.com/file/d/1dZfvNiljcoKWV7pS5Up25Qgvh_KsrL7n/view?usp=sharing,30-07-2016,"Faculty, Staff, and Student Exchange and Collaboration Project Development",MUSCATINE COMMUNITY COLLEGE
,12-12-2012,https://drive.google.com/file/d/1db4ecCbx4N0P2J9-80055EWiw4sEck3n/view?usp=sharing,12-12-2012,"Faculty, Staff, and Student Exchange and Collaboration Project Development",HIGHLINE COMMUNITY COLLEGE
,04-05-2011,https://drive.google.com/file/d/1donA9bRvIPStArnoW0aD3rcdN1mys49s/view?usp=sharing,04-05-2011,To foster academic partnership and cooperation,FACULTY OF EDUCATION UNIVERSITI TEKNOLOGI MALAYSIA
01/PL16/KS/2016,17-02-2016,https://drive.google.com/file/d/1d5Vxo2o1YDiymcV_QEgB9qQfNbdJKqQt/view?usp=sharing,17-02-2016,Penyelenggaraan Program Peningkatan Kompetensi Peserta Didik Politeknik Bidang Konstruksi,DIREKTORAT KERJA SAMA DAN PEMBERDAYAAN DIREKTORAT JENDERAL BINA KONSTRUKSI KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT
008/PL16/KB/2014,09-01-2014,https://drive.google.com/file/d/1cfNzs4nNBGQWhASp7UEK0zU9XJnfoNuf/view?usp=sharing,09-01-2014,Penggunaan Tempat Uji Kompetensi (TUK) Tenaga Kerja Konstruksi,LEMBAGA PENGEMBANGAN JASA KONSTRUKSI PROVINSI KALIMANTAN BARAT
036/PL16/KB/2015,20-01-2015,https://drive.google.com/file/d/1dOKElCuMbceRAR8LpF8ammt78kJ3JtRh/view?usp=sharing,20-01-2015,Dukungan Pengembangan dan Kerja Sama Masyarakat Terinstitusi,PEMERINTAH KABUPATEN SINTANG
040/PL16/KB/2013,01-10-2013,https://drive.google.com/file/d/1dMpM1u2KGCwkfGzAj6ceaUZkj7EBF54E/view?usp=sharing,01-10-2013,Peningkatan Sumber Daya Manusia Kota Singkawang,PEMERINTAH KOTA SINGKAWANG
431/PL16/KB/2013,19-12-2013,https://drive.google.com/file/d/1d0XQi6-uyMTpOVMLXGs4TZjkgX4-3gMD/view?usp=sharing,19-12-2013,Dukungan Penyelenggaraan Program Studi di Luar Domisili (PDD) di Kota Singkawang,PERUSAHAAN ANEKA DODOL ACC
058/PL16/KB/2013,04-10-2013,https://drive.google.com/file/d/1d1oIDkUa-OufcoFtly3xUh52r35me6ou/view?usp=sharing,04-10-2013,Dukungan Pengembangan dan Kerja Sama Masyarakat Terinstitusi,PEMERINTAH KABUPATEN KAYONG UTARA
173/PL16/KB/2014,18-03-2014,https://drive.google.com/file/d/1d4bIA-BqIybFMeeZhMCzd401D8RMpq46/view?usp=sharing,18-03-2014,Bantuan Hukum di Bidang Perdata dan Tata Usaha Negara,KEJAKSAAN NEGERI KOTA PONTIANAK
265/PL16/KB/2013,13-11-2013,https://drive.google.com/file/d/1cZmXdHH9RT_8I0C1IAdUl-D9c5pSCbbZ/view?usp=sharing,13-11-2013,Dukungan Pengembangan dan Kerja Sama Masyarakat Terinstitusi,CV YALE SKYNET
269/PL16/KB/2014,02-05-2014,https://drive.google.com/file/d/1cuZuGm2fbWvAueJwq9x-KBHEu8qoU8m_/view?usp=sharing,02-05-2014,Dukungan Pengembangan dan Kerja Sama Masyarakat Terinstitusi,PT SUCOFINDO (PERSERO)
270/PL16/KB/2014,02-04-2014,https://drive.google.com/file/d/1cX3lZEwJcajJowLpEGmGCxwXQ5eIZ6zM/view?usp=sharing,02-04-2014,Dukungan Pengembangan dan Kerja Sama Masyarakat Terinstitusi,PT TELEKOMUNIKASI INDONESIA Tbk
305/PL16/KB/2014,16-05-2014,https://drive.google.com/file/d/1d-A2QCsfUhDWMZ956ugbB5LIDv0eV9Po/view?usp=sharing,16-05-2014,Dukungan Penyelenggaraan Program Studi di Luar Domisili (PDD) di Kota Singkawang,PERUSAHAAN MINUMAN RINGAN RUSA
310.A/PL16/KB/2014,16-05-2014,https://drive.google.com/file/d/1d0LEk4gRsniITmXQ-JbSl9cGYsFqf0Ib/view?usp=sharing,16-05-2014,Dukungan Penyelenggaraan Program Studi di Luar Domisili,PERUSAHAAN MAKANAN UNGGAS SUMBER PROTEIN
375/PL16/KB/2014,10-06-2014,https://drive.google.com/file/d/1cUJezb783fg6mTm3PPdvuxQa9qUbHbVG/view?usp=sharing,10-06-2014,Dukungan Pengembangan dan Kerja Sama Masyarakat Terinstitusi,PT BHAKTI KARYA MANDIRI
425/PL16/KB/2013,19-12-2013,https://drive.google.com/file/d/1d6bQxMsh7cGnkBzZaEhHwbBD2B_YBehi/view?usp=sharing,19-12-2013,Dukungan Penyelenggaraan Program Studi di Luar Domisili (PDD) di Kota Singkawang,"DINAS PERHUBUNGAN, KOMUNIKASI, DAN INFORMATIKA KOTA SINGKAWANG"
426/PL16/KB/2013,19-12-2013,https://drive.google.com/file/d/1d0CLAKtkJdrwkAc3vxQXJ_1B6S2CsFz5/view?usp=sharing,19-12-2013,Dukungan Penyelenggaraan Program Studi di Luar Domisili (PDD) di Kota Singkawang,PT. BANK MANDIRI CABANG SINGKAWANG
426/PL16/KB/2015,08-05-2015,https://drive.google.com/file/d/1cwTCsgV7KAJSmfuDbfGsLQiAGl9MWvID/view?usp=sharing,08-05-2015,Dukungan Pengembangan dan Kerja Sama Masyarakat Terinstitusi,PT. TELEKOMUNIKASI SELULAR
427/PL16/KB/2013,19-12-2013,https://drive.google.com/file/d/1dMBZCiPv-_hDX-egBHZr4ET6z2E3zT5C/view?usp=sharing,19-12-2013,Dukungan Penyelenggaraan Program Studi di Luar Domisili (PDD) di Kota Singkawang,"DINAS PERINDUSTRIAN, PERDAGANGAN KOPERASI DAN UKM KOTA SINGKAWANG"
428/PL16/KB/2013,19-12-2013,https://drive.google.com/file/d/1d6X8ILPKPsYhMdoMrYv7V7TsoEaGPcTS/view?usp=sharing,19-12-2013,Dukungan Penyelenggaraan Program Studi di Luar Domisili (PDD) di Kota Singkawang,DINAS PERTANIAN DAN KEHUTANAN KOTA SINGKAWANG
