id,nib,mitra,kategori_mitra,badan_mitra,kriteria_mitra,klasifikasi_mitra,klbi,tanggal_pendirian,alamat,negara_mitra,provinsi_mitra,kabupaten_kota_mitra,email,telepon,kodepos,website,logo,profil,sub_kategori_mitra
b8ddd3d2,,AKADEMI PERPAJAKAN PANCA BHAKTI,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Sultan Abdurrahman No. 8,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/b8ddd3d2.logo.105428.png,,
b4ef0c0a,,POLITEKNIK KEUANGAN NEGARA STAN,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Bintaro Utama Sektor V,INDONESIA,Banten,Kota Tangerang Selatan,,,,,T_mitra_Images/b4ef0c0a.logo.105403.png,,
93e09ee9,,PEMERINTAH KABUPATEN KUBU RAYA,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Supadio,INDONESIA,Kalimantan Barat,Kubu Raya,kerjasamakkr@gmail.com,05616729101,,,T_mitra_Images/93e09ee9.logo.105340.png,,
b7ef46af,,SEKOLAH TINGGI AGAMA KATOLIK NEGERI PONTIANAK,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan Parit H. Mukhsin II,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,T_mitra_Images/b7ef46af.logo.105315.jpg,,
582dd730,,GABUNGAN PELAKSANA KONSTRUKSI NASIONAL INDONESIA (GAPENSI),Organisasi nirlaba kelas dunia,,Organisasi Nirlaba Kelas Dunia,,,,Jalan Raya Ragunan No. X1 Jatipadang,INDONESIA,DKI Jakarta,Kota Jakarta Selatan,,,,,T_mitra_Images/582dd730.logo.105251.png,,
bc9751fd,,SMK NEGERI 1 SINGKAWANG,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,Jalan Karya Pasiran,INDONESIA,Kalimantan Barat,Kota Singkawang,,,,,T_mitra_Images/bc9751fd.logo.105208.png,,
fa9f31fd,,BADAN PENGURUS PUSAT GABUNGAN AHLI TEKNIK NASIONAL INDONESIA (GATENSI),Organisasi nirlaba kelas dunia,,Organisasi Nirlaba Kelas Dunia,,,,Jalan Raya Ragunan No. C1 Jatipadang,INDONESIA,DKI Jakarta,Kota Jakarta Selatan,,,,,T_mitra_Images/fa9f31fd.logo.105140.png,,
40429a30,,SMK NEGERI 2 PONTIANAK,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,Jalan Khatulistiwa No. 215,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/40429a30.logo.104940.png,,
4765cb13,,SMK NEGERI 4 PONTIANAK,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,Jalan Kom Yos Sudarso,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/4765cb13.logo.104914.jpg,,
b848b186,,UNIVERSITAS TERBUKA (UT),Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),NEGERI,Perguruan Tinggi Yang Masuk Dalam Daftar QS200 Berdasarkan Bidang Ilmu (QS200 By Subject),,,,"Jalan Cabe Raya, Pondok Cabe",INDONESIA,Banten,Kota Tangerang Selatan,,,,,T_mitra_Images/b848b186.logo.104847.png,,
94f5a9ff,,PT. BANK TABUNGAN NEGARA (PERSERO) TBK,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,Aktivitas keuangan dan asuransi,,,,INDONESIA,DKI Jakarta,,,,,,T_mitra_Images/94f5a9ff.logo.104823.png,,
14df1a1f,,GREEN OUDH LEAF,Dunia Usaha,,UMKM,,,,"Jalan Ahmad Yani, Ruangan Inkubator Bisnis Teknologi Polnep",INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
71880944,,UNIVERSITAS BINA SARANA INFORMATIKA,Perusahaan rintisan (startup company) teknologi,SWASTA,Perusahaan Rintisan (startup Company) Teknologi,,,,"Jalan Kamal Raya Nomor 18, Ringroad Barat",INDONESIA,DKI Jakarta,Kota Jakarta Barat,,,,,T_mitra_Images/71880944.logo.104744.png,,
94d0f65b,,BALAI PENDIDIKAN DAN PELATIHAN TRANSPORTASI LAUT (BPPTL) JAKARTA,Institusi Pendidikan,,Lembaga Pendidikan Dalam Negeri,,,,Jalan Moh Kafi II/88 RT.002/005,INDONESIA,DKI Jakarta,Kota Jakarta Selatan,,,,,T_mitra_Images/94d0f65b.logo.104708.jpg,,
f82a4bdd,,PT. NINDYA KARYA (PERSERO),Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,,,,Jalan Letjend Haryono MT Kav. 22,INDONESIA,DKI Jakarta,Kota Jakarta Timur,,,,,T_mitra_Images/f82a4bdd.logo.104635.png,,
1bde5a49,,PERUSAHAAN UMUM (PERUM) BULOG KANWIL KALBAR,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,"Pengadaan listrik, gas, uap/air panas dan udara dingin",,,Jalan Sultan Abdurrahman No. 129,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/1bde5a49.logo.104612.jpg,,
68394b73,,PEMERINTAH DESA PARIT BARU,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,"Komplek Pondok Indah Lestari, Desa Parit Baru",INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
5dddb9f9,,PEMERINTAH DESA SUNGAI RAYA,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Desa Sungai Raya,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
f3683f85,,PEMERINTAH DESA ARANG LIMBUNG,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,2/24/2020,Desa Arang Limbung,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
1803e3d0,,PEMERINTAH DESA MADU SARI,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Desa Madu Sari,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
db60bdd4,,PEMERINTAH DESA KAPUR,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Desa Kapur,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
ef0b046f,,PEMERINTAH DESA SUNGAI ASAM,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Desa Sungai Asam,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
d3d4077f,,PEMERINTAH DESA SUNGAI BULAN,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Desa Sungai Bulan,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
1a4837d6,,PEMERINTAH DESA TEBANG KACANG,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Desa Tebang Kacang,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
0f3e257d,,PEMERINTAH DESA MUARA BARU,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Desa Muara Baru,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
2eef4b96,,PEMERINTAH DESA PULAU JAMBU,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Desa Pulau Jambu,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
4b8522c9,,DIREKTUR PENGEMBANGAN SUMBER DAYA MANUSIA PARIWISATA KEMENTERIAN PARIWISATA DAN EKONOMI KREATIF / BADAN PARIWISATA DAN EKONOMI KREATIF,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Kementerian / Lembaga Pemerintah Pusat,,,"Jalan M.T. Haryono, Kav 47-48",INDONESIA,DKI Jakarta,Kota Jakarta Selatan,,,,,T_mitra_Images/4b8522c9.logo.104518.png,,
e7ad33cd,,PERHIMPUNAN HOTEL DAN RESTORAN INDONESIA,Organisasi nirlaba kelas dunia,,Organisasi Nirlaba Kelas Dunia,,,,"Lantai Dasar Hotel Surya, Jalan Sidas 11A",INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/e7ad33cd.logo.101941.jpg,,
9281cd5c,,ASOSIASI PERUSAHAAN PERJALANAN INDONESIA,Organisasi,,Asosiasi Dalam Negeri,,,,Jalan Pak Kasih No. 23,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/9281cd5c.logo.101914.png,,
6b2fd73d,,IKATAN DOSEN DAN GURU VOKASI PARIWISATA KALIMANTAN BARAT,Organisasi,,Asosiasi Dalam Negeri,,,,Jalan Jenderal Ahmad Yani No. 91,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
ed18f08e,,PT. BANK NEGARA INDONESIA (PERSERO) TBK.,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,Aktivitas keuangan dan asuransi,,,"Jalan Jenderal Sudirman Kavling 1, Jakarta Selatan, DKI Jakarta",INDONESIA,DKI Jakarta,Kota Jakarta Selatan,,,,,T_mitra_Images/ed18f08e.logo.101815.png,,
cd168fec,,PT. REZEKI WAHANA GEMBIRA,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,Penyediaan akomodasi dan penyediaan makan minum,,,"Jalan Ahmad Yani 2 (Arteri Supadio) Km. 12,8",INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
6b2caa8d,,PT. GELORA DJAJA,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,Perdagangan besar dan eceran; reparasi dan perawaran mobil dan sepeda motor,,,Jalan Buntaran No. 9 Tandes,INDONESIA,Jawa Timur,Kota Surabaya,,,,,T_mitra_Images/6b2caa8d.logo.101643.png,,
fe9d3c5f,,BADAN AMAL ZAKAT NASIONAL (BAZNAS) PROVINSI KALIMANTAN BARAT,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Provinsi,,,"Jalan Jenderal Ahmad Yani/D.A. Hadi, Komplek Masjid Raya Mujahidin Pontianak",INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/fe9d3c5f.logo.101546.jpg,,
0789d8b1,,PT. INDOSAT TBK,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,Informasi dan komunikasi,,,Jalan Jenderal Ahmad Yani,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/0789d8b1.logo.101350.png,,
1b20ebf6,,PT. INDO PREMIER SEKURITAS,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,Aktivitas keuangan dan asuransi,,,"Jalan Jenderal Sudirman, RT.5/RW.3",INDONESIA,DKI Jakarta,Kota Jakarta Selatan,,,,,,,
01fe70cc,,BADAN PENGAWAS PEMILIHAN UMUM KOTA PONTIANAK,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Kementerian / Lembaga Pemerintah Pusat,,,Jalan Johar Nomor 03,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/01fe70cc.logo.101206.jpg,,
feec9b9c,,LKP PROKINDO KUBU RAYA,Institusi Pendidikan,,Lembaga Pendidikan Dalam Negeri,,,,Jalan Primer I Desa Jeruju Besar,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
c5f490ba,,PT. HUTCHISON 3 INDONESIA,Perusahaan multinasional,,Perusahaan Multinasional,Informasi dan komunikasi,,,Jalan Ahmad Yani No. 69 C,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/c5f490ba.logo.101009.png,,
6d168546,,UNIT PEMBENIHAN DAN PENDEDERAN IKAN AIR TAWAR (UPPIAT) AMPERA,Dunia Usaha,,Lembaga Pendidikan Dalam Negeri,,,,"Jalan Ujung Pandang 2, Gang Ikhtiar, Nomor 16-17, Pontianak, Kalimantan Barat",INDONESIA,Kalimantan Barat,Kota Pontianak,ce.chici@yahoo.com,089693417020,,,T_mitra_Images/6d168546.logo.085359.jpg,Unit Pembenihan dan Pendederan Ikan Air Tawar (UPPIAT) Pontianak adalah sebuah fasilitas atau unit kerja yang berfokus pada kegiatan pembiakan dan pembesaran awal benih ikan air tawar di wilayah Kota Pontianak dan sekitarnya.,
848eacc1,,PERUSDA ANEKA USAHA PROVINSI KALIMANTAN BARAT,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMD,Perdagangan besar dan eceran; reparasi dan perawaran mobil dan sepeda motor,,8/27/2020,,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/848eacc1.logo.100903.jpg,,
e5204722,,CV. RIZKY FOOD,Dunia Usaha,,UMKM,,,,"Jalan Merdeka, Cikundul",INDONESIA,Jawa Barat,Sukabumi,,,,,T_mitra_Images/e5204722.logo.100641.png,,
2b66614e,,BADAN PERENCANAAN DAN PEMBANGUNAN DAERAH (BAPPEDA) KABUPATEN BENGKAYANG,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,,INDONESIA,Kalimantan Barat,Bengkayang,,,,,,,
775a9c6c,,CV. SAKANA INDO PRIMA,Dunia Usaha,,UMKM,,,,Jalan Parung Poncol,INDONESIA,Jawa Barat,Kota Depok,,,,,T_mitra_Images/775a9c6c.logo.100539.png,,
b2be0c76,,FARM 169,Dunia Usaha,,UMKM,,,,Jalan Arteri Supadio Gang Sepakat,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
aae176ee,,CV. BENING JATI ANUGRAH,Dunia Usaha,,UMKM,,,,"Kp. Jati Desa, RT.03/RW.04",INDONESIA,Jawa Barat,Bogor,,,,,T_mitra_Images/aae176ee.logo.100455.png,,
dfc64037,,"STASIUN KARANTINA IKAN, PENGENDALIAN MUTU DAN KEAMANAN HASIL PERIKANAN PONTIANAK",Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Arteri Supadio KM. 18,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/dfc64037.logo.100427.png,,
eedd5fcb,,GABUNGAN PENGUSAHA KELAPA INDONESIA (GAPKI) CABANG KALIMANTAN BARAT,Organisasi nirlaba kelas dunia,,Organisasi Nirlaba Kelas Dunia,,,,Jalan Perdana Komplek Perdana Square B11,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/eedd5fcb.logo.100356.jpg,,
5d28bc80,,"DINAS PERIKANAN, PETERNAKAN, DAN KESEHATAN HEWAN KABUPATEN SAMBAS",Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Sambas Subah,INDONESIA,Kalimantan Barat,Sambas,,,,,,,
3b6204bf,,INSTITUT PEMERINTAHAN DALAM NEGERI KAMPUS KALIMANTAN BARAT,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",NEGERI,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,"Jalan Raya Trans Kalimantan Km. 11,5",INDONESIA,Kalimantan Barat,Kubu Raya,,,,,T_mitra_Images/3b6204bf.logo.100302.png,,
e3ddb36d,,OEMAH ADEM FROZENMART,Dunia Usaha,,UMKM,,,,Jalan Perintis Kemerdekaan No. 9,INDONESIA,Jawa Tengah,Kota Tegal,,,,,,,
888d7f4b,,DINAS KELAUTAN DAN PERIKANAN PROVINSI KALIMANTAN BARAT,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Provinsi,,,Jalan Sultan Syahrir No. 16,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
df127305,,OMBUDSMAN REPUBLIK INDONESIA,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,,,,Jalan H. R. Rasuna Said Kav C-19,INDONESIA,DKI Jakarta,Kota Jakarta Selatan,,,,,T_mitra_Images/df127305.logo.100214.jpg,,
c0038710,,PT. SULI,Dunia Usaha,,Perusahaan Swasta,,,,Jalan Desa Sungai Keran,INDONESIA,Kalimantan Barat,Bengkayang,,,,,,,
47912bc7,,PT. UNIVERSAL AGRI BISNISINDO,Perusahaan nasional berstandar tinggi,,Perusahaan Nasional Berstandar Tinggi,"Pertanian, kehutanan, dan perikanan",,,"Jalan Raya Narogong Km. 13,5",INDONESIA,Jawa Barat,Kota Bekasi,,,,,T_mitra_Images/47912bc7.logo.100137.png,,
be60fa98,,UNIVERSITAS NEGERI MALANG (UM),Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),NEGERI,Perguruan Tinggi Yang Masuk Dalam Daftar QS200 Berdasarkan Bidang Ilmu (QS200 By Subject),,,,Jalan Semarang 5 Malang,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/be60fa98.logo.100113.jpg,,
9d153dbd,,SMK NEGERI 1 PUTUSSIBAU,Institusi Pendidikan,NEGERI,Lembaga Pendidikan Dalam Negeri,,,,Jalan D.I. Panjaitan 24,INDONESIA,Kalimantan Barat,Kapuas Hulu,,,,,T_mitra_Images/9d153dbd.logo.100051.jpg,,
6cd27017,,PT. CITRA CONTRACTOR HASAJA,Dunia Usaha,,Perusahaan Swasta,,,,Jalan Teuku Umar Komplek Pontianak Mall Blok A. 27-28,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/6cd27017.logo.100018.png,,
533d5520,,PT. ARSEKON KHATULISTIWA REKAYASA,Dunia Usaha,,Perusahaan Swasta,,,,Jalan Putri Candramidi No. 51,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/533d5520.logo.095939.jpg,,
9f35632b,,PT. INDOSAT OOREDOO TBK,Perusahaan multinasional,,Perusahaan Multinasional,Informasi dan komunikasi,,,Jalan Ahmad Yani,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,T_mitra_Images/9f35632b.logo.095917.png,,
c048e3c2,,PT. PULAUMAS KHATULISTIWA,Dunia Usaha,,Perusahaan Swasta,,,,Jalan Khatulistiwa Km. 6 No. 602,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
83018940,,PT. MEDIA KARSA PRATAMA,Dunia Usaha,,Perusahaan Swasta,,,,Jalan Bukit Barisan No. 77,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
dd856675,,DIREKTORAT KEMITRAAN DAN PENYELARASAN DUNIA USAHA DAN DUNIA INDUSTRi,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Kementerian / Lembaga Pemerintah Pusat,,,"Gedung D, Lantai 17 Jalan Jenderal Sudirman, Pintu Satu Senayan",INDONESIA,DKI Jakarta,Kota Jakarta Pusat,,,,,,,
0dd35432,,DIREKTORAT PENDIDIKAN TINGGI DAN PROFESI,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Kementerian / Lembaga Pemerintah Pusat,,,"Gedung D Lantai 4 Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi, Jalan Jenderal Sudirman, Senayan",INDONESIA,DKI Jakarta,Kota Jakarta Pusat,,,,,,,
5beffaba,,PT. PERIKANAN NUSANTARA (PERSERO),Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,"Pertanian, kehutanan, dan perikanan",,,Jaln KH. Hasyim Ashari No. 17A,INDONESIA,DKI Jakarta,Kota Jakarta Pusat,,,,,T_mitra_Images/5beffaba.logo.095733.png,,
86b231ec,,ASOSIASI TUNA LONGLINE INDONESIA (ATLI),Organisasi nirlaba kelas dunia,,Organisasi Nirlaba Kelas Dunia,,,,"Jalan Ikan Tuna Raya Timur, Pelabuhan Benoa",INDONESIA,Bali,Kota Denpasar,,,,,,,
0cbde08c,,"DINAS PEMBERDAYAAN MASYARAKAT, PEMERINTAHAN DESA DAN DAERAH TERTINGGAL KABUPATEN BENGKAYANG",Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,Jalan Sekayok 79211,INDONESIA,Kalimantan Barat,Bengkayang,,,,,,,
dfd30093,,PT. WAJOK INTILESTARI,Dunia Usaha,,Perusahaan Swasta,,,,Jalan KH. Abdurrahman Wahid,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,T_mitra_Images/dfd30093.logo.095540.png,,
f28c64f4,,SMKS MUHAMMADIYAH SINTANG,Institusi Pendidikan,SWASTA,Lembaga Pendidikan Dalam Negeri,,,,"Jalan Akcaya 2, No. 18 A",INDONESIA,Kalimantan Barat,Sintang,,,,,T_mitra_Images/f28c64f4.logo.095511.png,,
1e79a138,,SMK AL-IMAN TERPADU,Institusi Pendidikan,SWASTA,Lembaga Pendidikan Dalam Negeri,,,,Jalan Sintang-Pontianak Km 19 Gg. Singkak,INDONESIA,Kalimantan Barat,Sintang,,,,,T_mitra_Images/1e79a138.logo.095445.png,,
87ef3b7c,,POLITEKNIK SERUYAN,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan A. Yani,INDONESIA,Kalimantan Tengah,Seruyan,,,,,T_mitra_Images/87ef3b7c.logo.095416.jpg,,
0923446f,,KOPI TANAH BORNEO,Dunia Usaha,,UMKM,,,,Jalan Pahlawan No. 1,INDONESIA,Kalimantan Barat,Kota Pontianak,,,,,,,
2a9882a8,,KOPERASI MATA ENGGANG KHATULISTIWA,Organisasi,,Koperasi,,,,Jalan Kelola Komplek Permata Permai III Blok D No. 21,INDONESIA,Kalimantan Barat,Kubu Raya,,,,,,,
db0c08cc,,PT. JASA RAHARJA,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,,,,Jalan HR. Rasuna Said Kaveling C-2,INDONESIA,DKI Jakarta,,,,,,T_mitra_Images/db0c08cc.logo.095319.png,,
4a7a562a,,PT. BANGUN SUKMA JAYA SUKAMARA,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMD,"Pengadaan listrik, gas, uap/air panas dan udara dingin",,,Jalan Tjilik Riwut Km. 8,INDONESIA,Kalimantan Tengah,Sukamara,,,,,T_mitra_Images/4a7a562a.logo.095221.jpg,,
74dbc60f,,DEWAN RISET DAERAH (DRD) KABUPATEN SUKAMARA,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,Instansi Pemerintah/Pemerintah Daerah,Pemerintah Daerah Tingkat Kota/Kabupaten,,,"Jalan Tjilik Riwut Km. 7,5",INDONESIA,Kalimantan Tengah,Sukamara,,,,,,,
f02989d5,,PT. BPR ARTHA SUKMA (PERSERODA),Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMD,Aktivitas keuangan dan asuransi,,,Jalan Pangeran Sukarma No. 228,INDONESIA,Kalimantan Tengah,Sukamara,,,,,T_mitra_Images/f02989d5.logo.095144.png,,
f452c6b7,,PERUSAHAAN DAERAH AIR MINUM KABUPATEN SUKAMARA,Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMD,"Treatmen air, treatment air limbah, treatment dan pemulihan material sampah, dan aktivitas remediasi",,,Jalan Mansyur Haris No. 29,INDONESIA,Kalimantan Tengah,Sukamara,,,,,,,
e0eaaa6b,,UNIVERSITAS PALANGKA RAYA,Perguruan tinggi yang masuk dalam daftar QS200 berdasarkan bidang ilmu (subject),NEGERI,Perguruan Tinggi Yang Masuk Dalam Daftar QS200 Berdasarkan Bidang Ilmu (QS200 By Subject),,,,Jalan Yos Sudarso Komplek Kampus UPR Tunjung Nyaho,INDONESIA,Kalimantan Tengah,Kota Palangkaraya,,,,,T_mitra_Images/e0eaaa6b.logo.095049.png,,
43e744c1,,PT PEGADAIAN (PERSERO),Instansi pemerintah Pusat dan/atau Daerah BUMN dan/atau BUMD,,BUMN,Aktivitas keuangan dan asuransi,,4/1/2012,Gedung Dana Pensiun Pegadaian Jl. Jambrut No. 16A,INDONESIA,DKI Jakarta,Kota Jakarta Pusat,,,,,T_mitra_Images/43e744c1.logo.095023.jpg,,
0e6c9ded,,UNIVERSITAS KRISTEN PALANGKA RAYA,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,Jalan J.P. Djandam No. 1,INDONESIA,Kalimantan Tengah,Kota Palangkaraya,,,,,T_mitra_Images/0e6c9ded.logo.094859.png,,
706750da,,UNIVERSITAS PGRI PALANGKA RAYA,"Perguruan tinggi, fakultas, atau program studi dalam bidang yang relevan",SWASTA,"Perguruan Tinggi, Fakultas, Atau Program Studi Dalam Bidang Yang Relevan",,,,"Jalan Hiu Putih, Tjilik Riwut Km. 7",INDONESIA,Kalimantan Tengah,Kota Palangkaraya,,,,,T_mitra_Images/706750da.logo.094834.jpg,,
fe78537c,,LSP TELEKOMUNIKASI DIGITAL INDONESIA,Institusi Pendidikan,,Lembaga Pendidikan Dalam Negeri,,,,"Ruko Citramas, Jalan Alternative Cibubur Cileungsi KM 1,8 RT/RW 004/005",INDONESIA,Jawa Barat,Kota Depok,,,,,T_mitra_Images/fe78537c.logo.094811.jpg,,
